"SalesOrderID","OrderDate","DueDate","ShipDate","Status","OnlineOrderFlag","SalesOrderNumber","CustomerID","SalesPersonID","SalesName","StoreID","StoreName","ShipToAddress","CreditCardID","SubTotal","TransportFee","TotalDue"
47954,2012-09-28 00:00:00.000,2012-10-10 00:00:00.000,2012-10-05 00:00:00.000,5,1,SO47954,26191,,  ,,,"6506 Gentrytown Drive, Goulburn",18077,"782.9900","19.5748","865.2040"
49923,2013-03-02 00:00:00.000,2013-03-14 00:00:00.000,2013-03-09 00:00:00.000,5,1,SO49923,27338,,  ,,,"5778 Mt Tri-state Court, North Sydney",17943,"782.9900","19.5748","865.2040"
49574,2013-01-30 00:00:00.000,2013-02-11 00:00:00.000,2013-02-06 00:00:00.000,5,1,SO49574,26764,,  ,,,"824 Gregory Drive, Goulburn",12833,"782.9900","19.5748","865.2040"
47144,2012-07-08 00:00:00.000,2012-07-20 00:00:00.000,2012-07-15 00:00:00.000,5,1,SO47144,26033,,  ,,,"9012 F St., East Brisbane",3495,"782.9900","19.5748","865.2040"
50637,2013-04-28 00:00:00.000,2013-05-10 00:00:00.000,2013-05-05 00:00:00.000,5,1,SO50637,27356,,  ,,,"3697 Lane Way, Silverwater",18625,"782.9900","19.5748","865.2040"
47145,2012-07-08 00:00:00.000,2012-07-20 00:00:00.000,2012-07-15 00:00:00.000,5,1,SO47145,26131,,  ,,,"9583 Silverwood Dr., Sunbury",13091,"782.9900","19.5748","865.2040"
49024,2012-12-28 00:00:00.000,2013-01-09 00:00:00.000,2013-01-04 00:00:00.000,5,1,SO49024,26654,,  ,,,"1955 Montgomery Ave, Bendigo",6496,"782.9900","19.5748","865.2040"
48164,2012-10-11 00:00:00.000,2012-10-23 00:00:00.000,2012-10-18 00:00:00.000,5,1,SO48164,26438,,  ,,,"6103 Bailey Road, Malabar",2485,"782.9900","19.5748","865.2040"
49715,2013-02-14 00:00:00.000,2013-02-26 00:00:00.000,2013-02-21 00:00:00.000,5,1,SO49715,26761,,  ,,,"5778 Hames Dr., Gold Coast",6276,"782.9900","19.5748","865.2040"
48577,2012-11-14 00:00:00.000,2012-11-26 00:00:00.000,2012-11-21 00:00:00.000,5,1,SO48577,26571,,  ,,,"6890 Highland Road, East Brisbane",16359,"782.9900","19.5748","865.2040"
50506,2013-04-15 00:00:00.000,2013-04-27 00:00:00.000,2013-04-22 00:00:00.000,5,1,SO50506,27342,,  ,,,"125 Keller Ridge, Melbourne",13519,"782.9900","19.5748","865.2040"
50507,2013-04-15 00:00:00.000,2013-04-27 00:00:00.000,2013-04-22 00:00:00.000,5,1,SO50507,27366,,  ,,,"2371 Deerfield Dr., South Melbourne",11565,"782.9900","19.5748","865.2040"
50067,2013-03-16 00:00:00.000,2013-03-28 00:00:00.000,2013-03-23 00:00:00.000,5,1,SO50067,26923,,  ,,,"8487 Amador, Gold Coast",1206,"782.9900","19.5748","865.2040"
48124,2012-10-05 00:00:00.000,2012-10-17 00:00:00.000,2012-10-12 00:00:00.000,5,1,SO48124,26436,,  ,,,"2668 Trailview Circle, Bendigo",7426,"782.9900","19.5748","865.2040"
49180,2012-12-31 00:00:00.000,2013-01-12 00:00:00.000,2013-01-07 00:00:00.000,5,1,SO49180,26744,,  ,,,"9687 Breck Court, Caloundra",8229,"782.9900","19.5748","865.2040"
47636,2012-08-25 00:00:00.000,2012-09-06 00:00:00.000,2012-09-01 00:00:00.000,5,1,SO47636,26142,,  ,,,"1256 Orangewood Ave., Geelong",16616,"782.9900","19.5748","865.2040"
50177,2013-03-28 00:00:00.000,2013-04-09 00:00:00.000,2013-04-04 00:00:00.000,5,1,SO50177,26795,,  ,,,"1258 Yarrow Dr, Wollongong",6520,"782.9900","19.5748","865.2040"
48276,2012-10-28 00:00:00.000,2012-11-09 00:00:00.000,2012-11-04 00:00:00.000,5,1,SO48276,26429,,  ,,,"162 Courthouse Drive, Cloverdale",14164,"782.9900","19.5748","865.2040"
48674,2012-11-23 00:00:00.000,2012-12-05 00:00:00.000,2012-11-30 00:00:00.000,5,1,SO48674,26548,,  ,,,"3106 Julpum Loop, Malabar",11682,"782.9900","19.5748","865.2040"
49216,2013-01-03 00:00:00.000,2013-01-15 00:00:00.000,2013-01-10 00:00:00.000,5,1,SO49216,26749,,  ,,,"3845 Mt. Dell Drive, Hervey Bay",16258,"782.9900","19.5748","865.2040"
47927,2012-09-24 00:00:00.000,2012-10-06 00:00:00.000,2012-10-01 00:00:00.000,5,1,SO47927,26188,,  ,,,"7797 Richard Place, Rockhampton",16820,"782.9900","19.5748","865.2040"
47738,2012-08-30 00:00:00.000,2012-09-11 00:00:00.000,2012-09-06 00:00:00.000,5,1,SO47738,26165,,  ,,,"7354 Scramble Rd, Rockhampton",14968,"782.9900","19.5748","865.2040"
47777,2012-09-05 00:00:00.000,2012-09-17 00:00:00.000,2012-09-12 00:00:00.000,5,1,SO47777,26162,,  ,,,"7367 Wests Way, Darlinghurst",8101,"782.9900","19.5748","865.2040"
49424,2013-01-24 00:00:00.000,2013-02-05 00:00:00.000,2013-01-31 00:00:00.000,5,1,SO49424,26740,,  ,,,"8956 Birch Bark Road, Gold Coast",,"782.9900","19.5748","865.2040"
50575,2013-04-22 00:00:00.000,2013-05-04 00:00:00.000,2013-04-29 00:00:00.000,5,1,SO50575,27359,,  ,,,"9306 Green Street, Warrnambool",15703,"782.9900","19.5748","865.2040"
49023,2012-12-28 00:00:00.000,2013-01-09 00:00:00.000,2013-01-04 00:00:00.000,5,1,SO49023,26589,,  ,,,"205 Park Blvd., Port Macquarie",7599,"782.9900","19.5748","865.2040"
50774,2013-04-30 00:00:00.000,2013-05-12 00:00:00.000,2013-05-07 00:00:00.000,5,1,SO50774,27487,,  ,,,"973 MarvelLane, Springwood",15265,"782.9900","19.5748","865.2040"
50656,2013-04-29 00:00:00.000,2013-05-11 00:00:00.000,2013-05-06 00:00:00.000,5,1,SO50656,27362,,  ,,,"9739 Victory Lane, Geelong",1328,"782.9900","19.5748","865.2040"
47959,2012-09-29 00:00:00.000,2012-10-11 00:00:00.000,2012-10-06 00:00:00.000,5,1,SO47959,26189,,  ,,,"975 Madrid, Seaford",321,"782.9900","19.5748","865.2040"
49257,2013-01-07 00:00:00.000,2013-01-19 00:00:00.000,2013-01-14 00:00:00.000,5,1,SO49257,26746,,  ,,,"9720 Morning Glory Dr., Brisbane",8859,"782.9900","19.5748","865.2040"
49749,2013-02-18 00:00:00.000,2013-03-02 00:00:00.000,2013-02-25 00:00:00.000,5,1,SO49749,26754,,  ,,,"4643 Elkwood Dr., Melton",11968,"782.9900","19.5748","865.2040"
50992,2013-05-20 00:00:00.000,2013-06-01 00:00:00.000,2013-05-27 00:00:00.000,5,1,SO50992,27471,,  ,,,"3507 Olive Dr., Perth",8277,"782.9900","19.5748","865.2040"
48196,2012-10-17 00:00:00.000,2012-10-29 00:00:00.000,2012-10-24 00:00:00.000,5,1,SO48196,26440,,  ,,,"3169 Estela, Melbourne",17883,"782.9900","19.5748","865.2040"
49750,2013-02-18 00:00:00.000,2013-03-02 00:00:00.000,2013-02-25 00:00:00.000,5,1,SO49750,26757,,  ,,,"353 Citrus Ave., Cranbourne",15783,"782.9900","19.5748","865.2040"
48502,2012-11-08 00:00:00.000,2012-11-20 00:00:00.000,2012-11-15 00:00:00.000,5,1,SO48502,26566,,  ,,,"2402 Cinnabar St., Sunbury",,"782.9900","19.5748","865.2040"
49198,2013-01-02 00:00:00.000,2013-01-14 00:00:00.000,2013-01-09 00:00:00.000,5,1,SO49198,26662,,  ,,,"2751 Hooftrail Way, Warrnambool",12570,"782.9900","19.5748","865.2040"
51000,2013-05-21 00:00:00.000,2013-06-02 00:00:00.000,2013-05-28 00:00:00.000,5,1,SO51000,27470,,  ,,,"5457 Woodcrest Dr., Springwood",3064,"782.9900","19.5748","865.2040"
50470,2013-04-11 00:00:00.000,2013-04-23 00:00:00.000,2013-04-18 00:00:00.000,5,1,SO50470,27370,,  ,,,"5866 Military E, Townsville",16449,"782.9900","19.5748","865.2040"
51035,2013-05-25 00:00:00.000,2013-06-06 00:00:00.000,2013-06-01 00:00:00.000,5,1,SO51035,27486,,  ,,,"5014 S. Villa Way, Lavender Bay",17776,"782.9900","19.5748","865.2040"
48533,2012-11-10 00:00:00.000,2012-11-22 00:00:00.000,2012-11-17 00:00:00.000,5,1,SO48533,26560,,  ,,,"589 Woodcrest Drive, Newcastle",,"782.9900","19.5748","865.2040"
50188,2013-03-29 00:00:00.000,2013-04-10 00:00:00.000,2013-04-05 00:00:00.000,5,1,SO50188,26922,,  ,,,"6208 Prestwick Dr., Sunbury",5856,"782.9900","19.5748","865.2040"
49935,2013-03-03 00:00:00.000,2013-03-15 00:00:00.000,2013-03-10 00:00:00.000,5,1,SO49935,26916,,  ,,,"3898 Appalachian Drive, Rockhampton",16724,"782.9900","19.5748","865.2040"
50112,2013-03-22 00:00:00.000,2013-04-03 00:00:00.000,2013-03-29 00:00:00.000,5,1,SO50112,26917,,  ,,,"2071 Lindell Dr, Sunbury",13020,"782.9900","19.5748","865.2040"
48485,2012-11-06 00:00:00.000,2012-11-18 00:00:00.000,2012-11-13 00:00:00.000,5,1,SO48485,26587,,  ,,,"3165 Fountain Rd., Port Macquarie",6560,"782.9900","19.5748","865.2040"
51062,2013-05-27 00:00:00.000,2013-06-08 00:00:00.000,2013-06-03 00:00:00.000,5,1,SO51062,27494,,  ,,,"8633 Donegal Road, Silverwater",17292,"782.9900","19.5748","865.2040"
47823,2012-09-11 00:00:00.000,2012-09-23 00:00:00.000,2012-09-18 00:00:00.000,5,1,SO47823,26160,,  ,,,"4644 St. Andrews Way, Townsville",7441,"782.9900","19.5748","865.2040"
46768,2012-06-09 00:00:00.000,2012-06-21 00:00:00.000,2012-06-16 00:00:00.000,5,1,SO46768,26020,,  ,,,"8982 Ricardo Drive, Geelong",862,"782.9900","19.5748","865.2040"
49199,2013-01-02 00:00:00.000,2013-01-14 00:00:00.000,2013-01-09 00:00:00.000,5,1,SO49199,26667,,  ,,,"139 Lancelot Drive, Melton",8457,"782.9900","19.5748","865.2040"
50994,2013-05-20 00:00:00.000,2013-06-01 00:00:00.000,2013-05-27 00:00:00.000,5,1,SO50994,27485,,  ,,,"2851 Ward Street, Milsons Point",10081,"782.9900","19.5748","865.2040"
47808,2012-09-10 00:00:00.000,2012-09-22 00:00:00.000,2012-09-17 00:00:00.000,5,1,SO47808,26161,,  ,,,"8989 Twincreek Ct., Cranbourne",13851,"782.9900","19.5748","865.2040"
49679,2013-02-10 00:00:00.000,2013-02-22 00:00:00.000,2013-02-17 00:00:00.000,5,1,SO49679,26760,,  ,,,"9361 Corte Del Sol, Warrnambool",7652,"782.9900","19.5748","865.2040"
50812,2013-05-04 00:00:00.000,2013-05-16 00:00:00.000,2013-05-11 00:00:00.000,5,1,SO50812,27498,,  ,,,"3279 W 46th St, Newcastle",10320,"782.9900","19.5748","865.2040"
50469,2013-04-11 00:00:00.000,2013-04-23 00:00:00.000,2013-04-18 00:00:00.000,5,1,SO50469,27348,,  ,,,"3616 Gonzalez Court, Hawthorne",5395,"782.9900","19.5748","865.2040"
49557,2013-01-28 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,5,1,SO49557,26753,,  ,,,"6705 Tweed Lane, Coffs Harbour",11627,"782.9900","19.5748","865.2040"
50150,2013-03-25 00:00:00.000,2013-04-06 00:00:00.000,2013-04-01 00:00:00.000,5,1,SO50150,26919,,  ,,,"8590 Dublin Court, Findon",2309,"782.9900","19.5748","865.2040"
46755,2012-06-08 00:00:00.000,2012-06-20 00:00:00.000,2012-06-15 00:00:00.000,5,1,SO46755,26023,,  ,,,"3241 Dutch Slough Rd., Gold Coast",,"782.9900","19.5748","865.2040"
46918,2012-06-28 00:00:00.000,2012-07-10 00:00:00.000,2012-07-05 00:00:00.000,5,1,SO46918,26022,,  ,,,"5957 Pacifica Ave., East Brisbane",3136,"782.9900","19.5748","865.2040"
50142,2013-03-24 00:00:00.000,2013-04-05 00:00:00.000,2013-03-31 00:00:00.000,5,1,SO50142,26920,,  ,,,"7855 Dumbarton Street, Melbourne",1407,"782.9900","19.5748","865.2040"
50106,2013-03-21 00:00:00.000,2013-04-02 00:00:00.000,2013-03-28 00:00:00.000,5,1,SO50106,27299,,  ,,,"8209 Green View Court, Port Macquarie",11862,"782.9900","19.5748","865.2040"
46888,2012-06-24 00:00:00.000,2012-07-06 00:00:00.000,2012-07-01 00:00:00.000,5,1,SO46888,26021,,  ,,,"8227 Myrtle Drive, Springwood",15919,"782.9900","19.5748","865.2040"
50151,2013-03-25 00:00:00.000,2013-04-06 00:00:00.000,2013-04-01 00:00:00.000,5,1,SO50151,26967,,  ,,,"9518 Stanley Dollar Dr., Lane Cove",9488,"782.9900","19.5748","865.2040"
50537,2013-04-19 00:00:00.000,2013-05-01 00:00:00.000,2013-04-26 00:00:00.000,5,1,SO50537,27341,,  ,,,"1884 Scottsdale Road, Lavender Bay",10247,"782.9900","19.5748","865.2040"
50383,2013-04-03 00:00:00.000,2013-04-15 00:00:00.000,2013-04-10 00:00:00.000,5,1,SO50383,27353,,  ,,,"1914 Creekside Dr., Hobart",5255,"782.9900","19.5748","865.2040"
50384,2013-04-03 00:00:00.000,2013-04-15 00:00:00.000,2013-04-10 00:00:00.000,5,1,SO50384,27371,,  ,,,"3589 G Street, Geelong",532,"782.9900","19.5748","865.2040"
48158,2012-10-10 00:00:00.000,2012-10-22 00:00:00.000,2012-10-17 00:00:00.000,5,1,SO48158,26433,,  ,,,"5985 Boyd Road, Silverwater",2121,"782.9900","19.5748","865.2040"
49398,2013-01-22 00:00:00.000,2013-02-03 00:00:00.000,2013-01-29 00:00:00.000,5,1,SO49398,26745,,  ,,,"9484 Rhoda Way, Perth",18139,"782.9900","19.5748","865.2040"
48561,2012-11-12 00:00:00.000,2012-11-24 00:00:00.000,2012-11-19 00:00:00.000,5,1,SO48561,26562,,  ,,,"9875 Grant St, Coffs Harbour",4950,"782.9900","19.5748","865.2040"
48919,2012-12-14 00:00:00.000,2012-12-26 00:00:00.000,2012-12-21 00:00:00.000,5,1,SO48919,26658,,  ,,,"3341 Riverside Dr., Bendigo",1665,"782.9900","19.5748","865.2040"
47770,2012-09-04 00:00:00.000,2012-09-16 00:00:00.000,2012-09-11 00:00:00.000,5,1,SO47770,26375,,  ,,,"1896 Adelaide Street, Bendigo",,"782.9900","19.5748","865.2040"
48986,2012-12-22 00:00:00.000,2013-01-03 00:00:00.000,2012-12-29 00:00:00.000,5,1,SO48986,26651,,  ,,,"2489 Teakwood Drive, Sunbury",1485,"782.9900","19.5748","865.2040"
49351,2013-01-17 00:00:00.000,2013-01-29 00:00:00.000,2013-01-24 00:00:00.000,5,1,SO49351,26673,,  ,,,"5953 Pinewood Court, Warrnambool",4643,"782.9900","19.5748","865.2040"
47594,2012-08-19 00:00:00.000,2012-08-31 00:00:00.000,2012-08-26 00:00:00.000,5,1,SO47594,26154,,  ,,,"9497 Richard Ave., East Brisbane",11877,"782.9900","19.5748","865.2040"
48419,2012-10-31 00:00:00.000,2012-11-12 00:00:00.000,2012-11-07 00:00:00.000,5,1,SO48419,26585,,  ,,,"6389 Sandview Dr., Newcastle",914,"782.9900","19.5748","865.2040"
51063,2013-05-27 00:00:00.000,2013-06-08 00:00:00.000,2013-06-03 00:00:00.000,5,1,SO51063,27500,,  ,,,"5203 Foothill Way, Melton",16471,"782.9900","19.5748","865.2040"
47810,2012-09-10 00:00:00.000,2012-09-22 00:00:00.000,2012-09-17 00:00:00.000,5,1,SO47810,26204,,  ,,,"255 Steven Drive, Port Macquarie",5855,"782.9900","19.5748","865.2040"
50045,2013-03-14 00:00:00.000,2013-03-26 00:00:00.000,2013-03-21 00:00:00.000,5,1,SO50045,26924,,  ,,,"9549 Roxbury Drive, Bendigo",12450,"782.9900","19.5748","865.2040"
47593,2012-08-19 00:00:00.000,2012-08-31 00:00:00.000,2012-08-26 00:00:00.000,5,1,SO47593,26135,,  ,,,"7141 Second Ave., Malabar",16848,"782.9900","19.5748","865.2040"
47936,2012-09-26 00:00:00.000,2012-10-08 00:00:00.000,2012-10-03 00:00:00.000,5,1,SO47936,26192,,  ,,,"8743 Roanwood Way, Hervey Bay",4040,"782.9900","19.5748","865.2040"
48876,2012-12-09 00:00:00.000,2012-12-21 00:00:00.000,2012-12-16 00:00:00.000,5,1,SO48876,26588,,  ,,,"9105 Santa Fe, Perth",12849,"782.9900","19.5748","865.2040"
48729,2012-11-29 00:00:00.000,2012-12-11 00:00:00.000,2012-12-06 00:00:00.000,5,1,SO48729,26563,,  ,,,"9875 Grant St, Warrnambool",,"782.9900","19.5748","865.2040"
49556,2013-01-28 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,5,1,SO49556,26752,,  ,,,"2555 Via Rosa, Perth",6253,"782.9900","19.5748","865.2040"
49371,2013-01-19 00:00:00.000,2013-01-31 00:00:00.000,2013-01-26 00:00:00.000,5,1,SO49371,26663,,  ,,,"296 Bel Air Dr., Perth",7884,"782.9900","19.5748","865.2040"
47154,2012-07-10 00:00:00.000,2012-07-22 00:00:00.000,2012-07-17 00:00:00.000,5,1,SO47154,26133,,  ,,,"2539 Artnell Ct, Melton",12741,"782.9900","19.5748","865.2040"
47347,2012-07-30 00:00:00.000,2012-08-11 00:00:00.000,2012-08-06 00:00:00.000,5,1,SO47347,26025,,  ,,,"3648 ViewPoint Court, Caloundra",9629,"782.9900","19.5748","865.2040"
49289,2013-01-11 00:00:00.000,2013-01-23 00:00:00.000,2013-01-18 00:00:00.000,5,1,SO49289,26748,,  ,,,"9536 Mt. Hood Circle, Cloverdale",14980,"782.9900","19.5748","865.2040"
48190,2012-10-16 00:00:00.000,2012-10-28 00:00:00.000,2012-10-23 00:00:00.000,5,1,SO48190,26443,,  ,,,"1260 Mt. Washington Way, Townsville",2731,"782.9900","19.5748","865.2040"
48115,2012-10-04 00:00:00.000,2012-10-16 00:00:00.000,2012-10-11 00:00:00.000,5,1,SO48115,26442,,  ,,,"3478 Hillside Way, Matraville",3171,"782.9900","19.5748","865.2040"
50824,2013-05-05 00:00:00.000,2013-05-17 00:00:00.000,2013-05-12 00:00:00.000,5,1,SO50824,27499,,  ,,,"7371 Cali, Rhodes",5616,"782.9900","19.5748","865.2040"
50526,2013-04-18 00:00:00.000,2013-04-30 00:00:00.000,2013-04-25 00:00:00.000,5,1,SO50526,27340,,  ,,,"7792 Woodruff Lane, Springwood",7880,"782.9900","19.5748","865.2040"
50811,2013-05-04 00:00:00.000,2013-05-16 00:00:00.000,2013-05-11 00:00:00.000,5,1,SO50811,27493,,  ,,,"8964 Dumbarton Street, South Melbourne",12877,"782.9900","19.5748","865.2040"
47611,2012-08-22 00:00:00.000,2012-09-03 00:00:00.000,2012-08-29 00:00:00.000,5,1,SO47611,26140,,  ,,,"9344 Vloching Circle, Coffs Harbour",924,"782.9900","19.5748","865.2040"
48987,2012-12-22 00:00:00.000,2013-01-03 00:00:00.000,2012-12-29 00:00:00.000,5,1,SO48987,26655,,  ,,,"465 Falcon Place, Townsville",15899,"782.9900","19.5748","865.2040"
47348,2012-07-30 00:00:00.000,2012-08-11 00:00:00.000,2012-08-06 00:00:00.000,5,1,SO47348,26028,,  ,,,"7420 Lilac Circle, Sydney",5622,"782.9900","19.5748","865.2040"
48236,2012-10-23 00:00:00.000,2012-11-04 00:00:00.000,2012-10-30 00:00:00.000,5,1,SO48236,26423,,  ,,,"8590 Hoek Maple Court, Cranbourne",3077,"782.9900","19.5748","865.2040"
48114,2012-10-04 00:00:00.000,2012-10-16 00:00:00.000,2012-10-11 00:00:00.000,5,1,SO48114,26439,,  ,,,"1903 Long Brook Way, Caloundra",14867,"782.9900","19.5748","865.2040"
49790,2013-02-24 00:00:00.000,2013-03-08 00:00:00.000,2013-03-03 00:00:00.000,5,1,SO49790,26758,,  ,,,"5176 Conifer Court, Matraville",17741,"782.9900","19.5748","865.2040"
49727,2013-02-15 00:00:00.000,2013-02-27 00:00:00.000,2013-02-22 00:00:00.000,5,1,SO49727,26774,,  ,,,"6004 Peabody Road, Geelong",4913,"782.9900","19.5748","865.2040"
50003,2013-03-10 00:00:00.000,2013-03-22 00:00:00.000,2013-03-17 00:00:00.000,5,1,SO50003,26796,,  ,,,"9137 San Remo Ct., North Sydney",11552,"782.9900","19.5748","865.2040"
45947,2012-03-19 00:00:00.000,2012-03-31 00:00:00.000,2012-03-26 00:00:00.000,5,1,SO45947,11943,,  ,,,"1318 Ramer Ct., Warrnambool",13604,"3374.9900","84.3748","3729.3640"
46584,2012-05-26 00:00:00.000,2012-06-07 00:00:00.000,2012-06-02 00:00:00.000,5,1,SO46584,12252,,  ,,,"3199 Frayne Ct., Caloundra",17931,"3374.9900","84.3748","3729.3640"
45858,2012-03-06 00:00:00.000,2012-03-18 00:00:00.000,2012-03-13 00:00:00.000,5,1,SO45858,11952,,  ,,,"4693 Mills Dr., Geelong",3243,"3374.9900","84.3748","3729.3640"
46435,2012-05-06 00:00:00.000,2012-05-18 00:00:00.000,2012-05-13 00:00:00.000,5,1,SO46435,12251,,  ,,,"5948 Seeno St., East Brisbane",13188,"3374.9900","84.3748","3729.3640"
44021,2011-07-21 00:00:00.000,2011-08-02 00:00:00.000,2011-07-28 00:00:00.000,5,1,SO44021,11032,,  ,,,"626 Bentley Street, Melbourne",11205,"3374.9900","84.3748","3729.3640"
45676,2012-02-12 00:00:00.000,2012-02-24 00:00:00.000,2012-02-19 00:00:00.000,5,1,SO45676,11765,,  ,,,"1439 N. Michell Canyon Road, North Ryde",19032,"3374.9900","84.3748","3729.3640"
46154,2012-04-04 00:00:00.000,2012-04-16 00:00:00.000,2012-04-11 00:00:00.000,5,1,SO46154,11989,,  ,,,"1088 Ash Lane, Hawthorne",8070,"3374.9900","84.3748","3729.3640"
45839,2012-03-03 00:00:00.000,2012-03-15 00:00:00.000,2012-03-10 00:00:00.000,5,1,SO45839,11915,,  ,,,"6672 Mt. Dias Blvd., Port Macquarie",17515,"3374.9900","84.3748","3729.3640"
45138,2011-12-11 00:00:00.000,2011-12-23 00:00:00.000,2011-12-18 00:00:00.000,5,1,SO45138,11452,,  ,,,"5065 Maywood Lane, Caloundra",964,"3374.9900","84.3748","3729.3640"
46008,2012-03-28 00:00:00.000,2012-04-09 00:00:00.000,2012-04-04 00:00:00.000,5,1,SO46008,11912,,  ,,,"5108 Heights Avenue, Townsville",18258,"3374.9900","84.3748","3729.3640"
45909,2012-03-14 00:00:00.000,2012-03-26 00:00:00.000,2012-03-21 00:00:00.000,5,1,SO45909,11947,,  ,,,"8268 Donald Dr, Rhodes",9571,"3374.9900","84.3748","3729.3640"
44866,2011-11-07 00:00:00.000,2011-11-19 00:00:00.000,2011-11-14 00:00:00.000,5,1,SO44866,11443,,  ,,,"9825 Mt. Dell Drive, Hobart",3870,"3374.9900","84.3748","3729.3640"
44468,2011-09-28 00:00:00.000,2011-10-10 00:00:00.000,2011-10-05 00:00:00.000,5,1,SO44468,11075,,  ,,,"786 Eastgate Ave, Bendigo",3176,"3374.9900","84.3748","3729.3640"
44581,2011-10-03 00:00:00.000,2011-10-15 00:00:00.000,2011-10-10 00:00:00.000,5,1,SO44581,11108,,  ,,,"9178 Thornhill Place, Port Macquarie",2633,"3374.9900","84.3748","3729.3640"
45244,2011-12-28 00:00:00.000,2012-01-09 00:00:00.000,2012-01-04 00:00:00.000,5,1,SO45244,11756,,  ,,,"3544 Brush Creek Drive, St. Leonards",1058,"3374.9900","84.3748","3729.3640"
45946,2012-03-19 00:00:00.000,2012-03-31 00:00:00.000,2012-03-26 00:00:00.000,5,1,SO45946,11914,,  ,,,"7867 F Mt Hood Circle, Port Macquarie",18598,"3374.9900","84.3748","3729.3640"
45265,2011-12-31 00:00:00.000,2012-01-12 00:00:00.000,2012-01-07 00:00:00.000,5,1,SO45265,11461,,  ,,,"7201 Elk Dr., Lavender Bay",16575,"3374.9900","84.3748","3729.3640"
45601,2012-01-31 00:00:00.000,2012-02-12 00:00:00.000,2012-02-07 00:00:00.000,5,1,SO45601,11893,,  ,,,"761 Orchard View Ave., Sydney",11827,"3374.9900","84.3748","3729.3640"
46159,2012-04-05 00:00:00.000,2012-04-17 00:00:00.000,2012-04-12 00:00:00.000,5,1,SO46159,11996,,  ,,,"4681 Deerfield Dr., Caloundra",14847,"3374.9900","84.3748","3729.3640"
44012,2011-07-20 00:00:00.000,2011-08-01 00:00:00.000,2011-07-27 00:00:00.000,5,1,SO44012,11052,,  ,,,"2514 Via Cordona, Matraville",15531,"3374.9900","84.3748","3729.3640"
46574,2012-05-25 00:00:00.000,2012-06-06 00:00:00.000,2012-06-01 00:00:00.000,5,1,SO46574,12243,,  ,,,"1527 St. John Lane, Geelong",3411,"3374.9900","84.3748","3729.3640"
43732,2011-06-08 00:00:00.000,2011-06-20 00:00:00.000,2011-06-15 00:00:00.000,5,1,SO43732,11025,,  ,,,"2596 Franklin Canyon Road, Hawthorne",10882,"3374.9900","84.3748","3729.3640"
44956,2011-11-19 00:00:00.000,2011-12-01 00:00:00.000,2011-11-26 00:00:00.000,5,1,SO44956,11449,,  ,,,"8468 Clifford Court, Seaford",18835,"3374.9900","84.3748","3729.3640"
45164,2011-12-15 00:00:00.000,2011-12-27 00:00:00.000,2011-12-22 00:00:00.000,5,1,SO45164,11453,,  ,,,"9218 Old Mt. View Drive, Hobart",14764,"3374.9900","84.3748","3729.3640"
44190,2011-08-13 00:00:00.000,2011-08-25 00:00:00.000,2011-08-20 00:00:00.000,5,1,SO44190,11061,,  ,,,"8808 Geneva Ave, Gold Coast",8926,"3374.9900","84.3748","3729.3640"
46597,2012-05-28 00:00:00.000,2012-06-09 00:00:00.000,2012-06-04 00:00:00.000,5,1,SO46597,12039,,  ,,,"4472 Galveston Ct., Bendigo",857,"3374.9900","84.3748","3729.3640"
43998,2011-07-18 00:00:00.000,2011-07-30 00:00:00.000,2011-07-25 00:00:00.000,5,1,SO43998,11033,,  ,,,"5927 Rainbow Dr, Milsons Point",16251,"3374.9900","84.3748","3729.3640"
44408,2011-09-15 00:00:00.000,2011-09-27 00:00:00.000,2011-09-22 00:00:00.000,5,1,SO44408,11103,,  ,,,"9448 San Marino Ct., Darlinghurst",16501,"3374.9900","84.3748","3729.3640"
44337,2011-09-04 00:00:00.000,2011-09-16 00:00:00.000,2011-09-11 00:00:00.000,5,1,SO44337,11097,,  ,,,"719 William Way, Warrnambool",7265,"3374.9900","84.3748","3729.3640"
46236,2012-04-15 00:00:00.000,2012-04-27 00:00:00.000,2012-04-22 00:00:00.000,5,1,SO46236,12001,,  ,,,"8404 Houston Ct., Goulburn",6517,"3374.9900","84.3748","3729.3640"
43767,2011-06-17 00:00:00.000,2011-06-29 00:00:00.000,2011-06-24 00:00:00.000,5,1,SO43767,11001,,  ,,,"2243 W St., Seaford",8810,"3374.9900","84.3748","3729.3640"
45170,2011-12-16 00:00:00.000,2011-12-28 00:00:00.000,2011-12-23 00:00:00.000,5,1,SO45170,11462,,  ,,,"3378 Coldwater Drive, Matraville",11415,"3374.9900","84.3748","3729.3640"
46204,2012-04-11 00:00:00.000,2012-04-23 00:00:00.000,2012-04-18 00:00:00.000,5,1,SO46204,11988,,  ,,,"4095 Minert Rd., Goulburn",7678,"3374.9900","84.3748","3729.3640"
44662,2011-10-15 00:00:00.000,2011-10-27 00:00:00.000,2011-10-22 00:00:00.000,5,1,SO44662,11151,,  ,,,"805 Rainier Dr., Sydney",13204,"3374.9900","84.3748","3729.3640"
45608,2012-02-01 00:00:00.000,2012-02-13 00:00:00.000,2012-02-08 00:00:00.000,5,1,SO45608,11896,,  ,,,"8851 Northridge Dr., Springwood",10462,"3374.9900","84.3748","3729.3640"
