"CustomerID","PersonID","CustomerName","PhoneNumberCustomer","EmailAddressCustomer","TerritoryCustomer"
12006,13771,Richard  Blue,"1 (11) 500 555-0159",richard59@adventure-works.com,Australia
12007,2538,Shannon  Sun,"1 (11) 500 555-0147",shannon12@adventure-works.com,Australia
12008,8515,Sharon  Yuan,"1 (11) 500 555-0128",sharon13@adventure-works.com,Australia
12009,7270,Ann  Martinez,"1 (11) 500 555-0189",ann22@adventure-works.com,Australia
12010,2707,Max E Serrano,"1 (11) 500 555-0152",max16@adventure-works.com,Australia
12011,11165,Morgan E Johnson,"1 (11) 500 555-0168",morgan24@adventure-works.com,Australia
12012,19550,Monica  Schmidt,"1 (11) 500 555-0190",monica11@adventure-works.com,Australia
12013,11983,Kayla  Lewis,"1 (11) 500 555-0130",kayla20@adventure-works.com,Australia
12014,14263,Devin J Sanders,"1 (11) 500 555-0152",devin65@adventure-works.com,Australia
12021,8843,Deborah  Yuan,"1 (11) 500 555-0172",deborah11@adventure-works.com,Australia
12034,13335,Julian  Long,"1 (11) 500 555-0143",julian11@adventure-works.com,Australia
12035,11846,Gerald B Prasad,"1 (11) 500 555-0177",gerald39@adventure-works.com,Australia
12036,3053,Summer  Lopez,"1 (11) 500 555-0161",summer14@adventure-works.com,Australia
12038,20188,George R Vance,"1 (11) 500 555-0197",george10@adventure-works.com,Australia
12039,17024,Ricardo C Nath,"1 (11) 500 555-0157",ricardo17@adventure-works.com,Australia
12240,12643,Clayton D Sharma,"1 (11) 500 555-0188",clayton27@adventure-works.com,Australia
12241,6330,Kristine  Sandberg,"1 (11) 500 555-0182",kristine21@adventure-works.com,Australia
12242,9003,Gilbert  Liang,"1 (11) 500 555-0195",gilbert14@adventure-works.com,Australia
12243,14348,Kristy  Rubio,"1 (11) 500 555-0180",kristy19@adventure-works.com,Australia
12244,20707,Amy C Huang,"1 (11) 500 555-0197",amy13@adventure-works.com,Australia
12246,20373,Shawn  Luo,"1 (11) 500 555-0178",shawn8@adventure-works.com,Australia
12247,18855,Brandy  Raman,"1 (11) 500 555-0142",brandy8@adventure-works.com,Australia
12248,4921,Devin L Taylor,"1 (11) 500 555-0158",devin7@adventure-works.com,Australia
12249,5547,Jessie A Cai,"1 (11) 500 555-0192",jessie27@adventure-works.com,Australia
12250,9434,Andrea  Collins,"1 (11) 500 555-0151",andrea26@adventure-works.com,Australia
12251,15784,Troy M Suri,"1 (11) 500 555-0152",troy0@adventure-works.com,Australia
12252,12681,Omar L Liu,"1 (11) 500 555-0183",omar4@adventure-works.com,Australia
12253,11457,Jenny L Sun,"1 (11) 500 555-0134",jenny15@adventure-works.com,Australia
12337,2574,Dustin  Goldstein,"1 (11) 500 555-0190",dustin20@adventure-works.com,Australia
12340,18601,Stacy L Diaz,"1 (11) 500 555-0182",stacy4@adventure-works.com,Australia
12341,20612,Katie P Kumar,"1 (11) 500 555-0140",katie10@adventure-works.com,Australia
12342,10975,Morgan L Young,"1 (11) 500 555-0195",morgan22@adventure-works.com,Australia
12343,16299,Gloria  Ruiz,"1 (11) 500 555-0187",gloria4@adventure-works.com,Australia
12344,7513,Dominique  Perez,"1 (11) 500 555-0123",dominique18@adventure-works.com,Australia
12345,16660,Alison J Raje,"1 (11) 500 555-0176",alison14@adventure-works.com,Australia
12347,3036,Summer D Madan,"1 (11) 500 555-0194",summer6@adventure-works.com,Australia
12348,15657,Jimmy D Vazquez,"1 (11) 500 555-0187",jimmy18@adventure-works.com,Australia
12349,12420,Lacey W Yuan,"1 (11) 500 555-0125",lacey41@adventure-works.com,Australia
12351,4827,Cara  Zhang,"1 (11) 500 555-0124",cara0@adventure-works.com,Australia
12352,6385,Ramon D Zhang,"1 (11) 500 555-0136",ramon0@adventure-works.com,Australia
12353,11073,Joe  Ramos,"1 (11) 500 555-0160",joe41@adventure-works.com,Australia
12354,14883,Lance C Ortega,"1 (11) 500 555-0123",lance22@adventure-works.com,Australia
12355,13796,Monique C Ortega,"1 (11) 500 555-0177",monique18@adventure-works.com,Australia
12356,20387,Julia L Wood,"1 (11) 500 555-0148",julia68@adventure-works.com,Australia
12357,17761,Susan C Lu,"1 (11) 500 555-0148",susan21@adventure-works.com,Australia
12359,18988,Veronica R Raman,"1 (11) 500 555-0157",veronica13@adventure-works.com,Australia
12360,16829,Mario J Goel,"1 (11) 500 555-0137",mario18@adventure-works.com,Australia
12361,18829,Dana C Diaz,"1 (11) 500 555-0194",dana19@adventure-works.com,Australia
12369,4255,Terrence  Lal,"1 (11) 500 555-0168",terrence8@adventure-works.com,Australia
12370,4012,Preston  Perez,"1 (11) 500 555-0136",preston19@adventure-works.com,Australia
12372,10178,Darren  Prasad,"1 (11) 500 555-0193",darren12@adventure-works.com,Australia
12570,19151,Casey W Munoz,"1 (11) 500 555-0167",casey31@adventure-works.com,Australia
12571,10197,Jennifer  Green,"1 (11) 500 555-0139",jennifer17@adventure-works.com,Australia
12572,12027,Alisha  Chander,"1 (11) 500 555-0176",alisha40@adventure-works.com,Australia
12573,9304,Grant R Rai,"1 (11) 500 555-0177",grant19@adventure-works.com,Australia
12575,12960,Jaclyn A Shen,"1 (11) 500 555-0134",jaclyn25@adventure-works.com,Australia
12576,13599,Walter  Dominguez,"1 (11) 500 555-0148",walter6@adventure-works.com,Australia
12577,2591,Francis  Sanz,"1 (11) 500 555-0149",francis18@adventure-works.com,Australia
12578,13288,Gavin M Perry,"1 (11) 500 555-0195",gavin7@adventure-works.com,Australia
12579,3458,Lydia S Sanchez,"1 (11) 500 555-0177",lydia18@adventure-works.com,Australia
12580,3711,Cedric R She,"1 (11) 500 555-0174",cedric23@adventure-works.com,Australia
12581,19710,Kristina A Fernandez,"1 (11) 500 555-0178",kristina16@adventure-works.com,Australia
12583,6831,Tyrone H Ortega,"1 (11) 500 555-0190",tyrone21@adventure-works.com,Australia
12584,17564,Brittney  Ma,"1 (11) 500 555-0177",brittney14@adventure-works.com,Australia
12585,4720,Ian  Martinez,"1 (11) 500 555-0140",ian15@adventure-works.com,Australia
12586,15896,Kellie A Hernandez,"1 (11) 500 555-0138",kellie4@adventure-works.com,Australia
12587,14763,Danny  Travers,"1 (11) 500 555-0127",danny13@adventure-works.com,Australia
12588,16430,Tracy J Chande,"1 (11) 500 555-0138",tracy14@adventure-works.com,Australia
12589,11229,Ruben  Rodriguez,"1 (11) 500 555-0188",ruben20@adventure-works.com,Australia
12666,5530,Jessie D Zhu,"1 (11) 500 555-0150",jessie18@adventure-works.com,Australia
12667,3258,Maria  Wood,"1 (11) 500 555-0188",maria25@adventure-works.com,Australia
12668,7337,Melissa E Patterson,"1 (11) 500 555-0157",melissa5@adventure-works.com,Australia
12669,1720,Irving W Schmidt,"111-555-0100",irving0@adventure-works.com,Australia
12670,12484,Sarah S Martinez,"1 (11) 500 555-0185",sarah19@adventure-works.com,Australia
12671,17306,Alan A Huang,"1 (11) 500 555-0122",alan10@adventure-works.com,Australia
12672,13257,Carson T Butler,"1 (11) 500 555-0142",carson13@adventure-works.com,Australia
12673,13481,Colin K Stone,"1 (11) 500 555-0181",colin25@adventure-works.com,Australia
12674,15651,Jimmy V Travers,"1 (11) 500 555-0152",jimmy15@adventure-works.com,Australia
12676,10152,Michele A Madan,"1 (11) 500 555-0150",michele63@adventure-works.com,Australia
12677,3218,Cedric  Liu,"1 (11) 500 555-0184",cedric4@adventure-works.com,Australia
12679,18618,Stacy  Gill,"1 (11) 500 555-0171",stacy14@adventure-works.com,Australia
12680,20221,George M Sanchez,"1 (11) 500 555-0179",george27@adventure-works.com,Australia
12681,11329,Christy M Chow,"1 (11) 500 555-0119",christy2@adventure-works.com,Australia
12682,10503,Kari  Subram,"1 (11) 500 555-0139",kari13@adventure-works.com,Australia
12683,2394,Laura D Zhou,"1 (11) 500 555-0170",laura15@adventure-works.com,Australia
12684,17080,Shaun  Shen,"1 (11) 500 555-0195",shaun4@adventure-works.com,Australia
12685,12967,Jaclyn L Xu,"1 (11) 500 555-0199",jaclyn28@adventure-works.com,Australia
12686,4734,Trisha B Zhou,"1 (11) 500 555-0128",trisha3@adventure-works.com,Australia
12687,10805,Marshall  Li,"1 (11) 500 555-0173",marshall2@adventure-works.com,Australia
12689,11906,Tamara  Pal,"1 (11) 500 555-0152",tamara23@adventure-works.com,Australia
12690,13222,Roger  Zhang,"1 (11) 500 555-0132",roger5@adventure-works.com,Australia
12691,12876,Rafael E Andersen,"1 (11) 500 555-0175",rafael37@adventure-works.com,Australia
12692,5696,Glenn  Lu,"1 (11) 500 555-0127",glenn12@adventure-works.com,Australia
12693,3297,Ruth  Gonzalez,"1 (11) 500 555-0143",ruth22@adventure-works.com,Australia
12694,10271,Jay R Arthur,"1 (11) 500 555-0169",jay13@adventure-works.com,Australia
12695,10527,Kari L Ruiz,"1 (11) 500 555-0135",kari23@adventure-works.com,Australia
12696,17627,Stacey  Hu,"1 (11) 500 555-0172",stacey21@adventure-works.com,Australia
12699,20700,Amy E Chow,"1 (11) 500 555-0175",amy10@adventure-works.com,Australia
12700,4546,Mindy R Kumar,"1 (11) 500 555-0164",mindy12@adventure-works.com,Australia
12701,19031,Gary C Gutierrez,"1 (11) 500 555-0169",gary22@adventure-works.com,Australia
12703,15029,Renee L Suarez,"1 (11) 500 555-0148",renee17@adventure-works.com,Australia
12704,11621,Barbara  Nara,"1 (11) 500 555-0144",barbara45@adventure-works.com,Australia
12705,16074,Andre H Garcia,"1 (11) 500 555-0151",andre15@adventure-works.com,Australia
12706,13051,Louis M Liang,"1 (11) 500 555-0127",louis11@adventure-works.com,Australia
12715,6692,Eddie J Gill,"1 (11) 500 555-0132",eddie14@adventure-works.com,Australia
12987,14270,Felicia A Moreno,"1 (11) 500 555-0184",felicia5@adventure-works.com,Australia
12988,11626,Barbara  Goel,"1 (11) 500 555-0137",barbara47@adventure-works.com,Australia
12990,18513,Leslie D Hernandez,"1 (11) 500 555-0128",leslie4@adventure-works.com,Australia
12991,18395,Jésus B Serrano,"1 (11) 500 555-0170",jésus15@adventure-works.com,Australia
12992,6495,Ernest M Zeng,"1 (11) 500 555-0128",ernest20@adventure-works.com,Australia
12993,13397,Xavier K Henderson,"1 (11) 500 555-0125",xavier46@adventure-works.com,Australia
12994,11605,Anna J Martinez,"1 (11) 500 555-0148",anna55@adventure-works.com,Australia
12995,9302,Grant  Nara,"1 (11) 500 555-0153",grant18@adventure-works.com,Australia
12996,12904,Jaclyn  Liu,"1 (11) 500 555-0176",jaclyn4@adventure-works.com,Australia
12999,16584,Nichole  Shen,"1 (11) 500 555-0179",nichole2@adventure-works.com,Australia
13000,12877,Rafael M Raje,"1 (11) 500 555-0183",rafael38@adventure-works.com,Australia
13001,17661,Clarence M Zhang,"1 (11) 500 555-0167",clarence37@adventure-works.com,Australia
13002,13269,Roger A Cai,"1 (11) 500 555-0194",roger25@adventure-works.com,Australia
13003,15082,Jill L Hernandez,"1 (11) 500 555-0197",jill11@adventure-works.com,Australia
13004,18139,Randy  Chen,"1 (11) 500 555-0161",randy4@adventure-works.com,Australia
13005,13842,Desiree  Alvarez,"1 (11) 500 555-0147",desiree0@adventure-works.com,Australia
13006,18902,Whitney A Rana,"1 (11) 500 555-0156",whitney10@adventure-works.com,Australia
13007,8648,Brooke  Ward,"1 (11) 500 555-0180",brooke11@adventure-works.com,Australia
13008,6618,Alberto J Muñoz,"1 (11) 500 555-0148",alberto8@adventure-works.com,Australia
13009,4531,Mindy J She,"1 (11) 500 555-0174",mindy4@adventure-works.com,Australia
13010,2481,Erica E Ye,"1 (11) 500 555-0175",erica9@adventure-works.com,Australia
13011,14394,Anne  Ortega,"1 (11) 500 555-0122",anne22@adventure-works.com,Australia
13012,17384,Krystal D Hu,"1 (11) 500 555-0165",krystal20@adventure-works.com,Australia
13013,17951,Vincent  Ye,"1 (11) 500 555-0146",vincent9@adventure-works.com,Australia
13018,9324,Brendan  Xie,"1 (11) 500 555-0134",brendan3@adventure-works.com,Australia
13020,1724,Madalena J. Sanchez,"749-555-0100",madalena0@adventure-works.com,Australia
13021,15133,Kendra  Diaz,"1 (11) 500 555-0188",kendra3@adventure-works.com,Australia
13023,7491,Dominique D Raman,"1 (11) 500 555-0152",dominique9@adventure-works.com,Australia
13024,15689,Marc  Moreno,"1 (11) 500 555-0122",marc10@adventure-works.com,Australia
13026,12291,Colleen  Zheng,"1 (11) 500 555-0174",colleen20@adventure-works.com,Australia
13035,14333,Kristy M Torres,"1 (11) 500 555-0130",kristy11@adventure-works.com,Australia
13037,4266,Terrence M Pal,"1 (11) 500 555-0156",terrence12@adventure-works.com,Australia
13040,11135,Roy M Gonzalez,"1 (11) 500 555-0129",roy19@adventure-works.com,Australia
13041,17632,Cameron D Brown,"1 (11) 500 555-0131",cameron45@adventure-works.com,Australia
13042,16655,Alison  Pal,"1 (11) 500 555-0149",alison12@adventure-works.com,Australia
13043,15360,Brenda  Madan,"1 (11) 500 555-0180",brenda11@adventure-works.com,Australia
13044,16341,Katrina  Jai,"1 (11) 500 555-0147",katrina10@adventure-works.com,Australia
13045,14355,Anne  Gomez,"1 (11) 500 555-0161",anne2@adventure-works.com,Australia
13047,13694,Rodney M Vazquez,"1 (11) 500 555-0190",rodney10@adventure-works.com,Australia
13048,12786,Alexis  Hayes,"1 (11) 500 555-0125",alexis46@adventure-works.com,Australia
13049,5906,Autumn  Wang,"1 (11) 500 555-0134",autumn1@adventure-works.com,Australia
13050,17931,Dennis S Zeng,"1 (11) 500 555-0135",dennis24@adventure-works.com,Australia
13051,17834,Ethan  Jones,"1 (11) 500 555-0142",ethan33@adventure-works.com,Australia
13075,17283,Kelvin A Lin,"1 (11) 500 555-0197",kelvin27@adventure-works.com,Australia
13076,19060,Craig V Munoz,"1 (11) 500 555-0183",craig8@adventure-works.com,Australia
13078,8417,Michele C Chande,"1 (11) 500 555-0188",michele15@adventure-works.com,Australia
13079,13217,Edwin  Bhat,"1 (11) 500 555-0137",edwin43@adventure-works.com,Australia
13080,16252,Denise  Mehta,"1 (11) 500 555-0164",denise15@adventure-works.com,Australia
13081,14202,Krista C Ruiz,"1 (11) 500 555-0127",krista2@adventure-works.com,Australia
13082,14425,Juan H Peterson,"1 (11) 500 555-0174",juan15@adventure-works.com,Australia
13089,12690,Elizabeth  Alexander,"1 (11) 500 555-0193",elizabeth47@adventure-works.com,Australia
13090,9101,Wayne S Tang,"1 (11) 500 555-0178",wayne5@adventure-works.com,Australia
13091,9771,Deanna  Martin,"1 (11) 500 555-0170",deanna25@adventure-works.com,Australia
13103,9365,Brendan  Raji,"1 (11) 500 555-0147",brendan19@adventure-works.com,Australia
13104,2603,Gregory M Becker,"1 (11) 500 555-0173",gregory24@adventure-works.com,Australia
13105,18884,Whitney  Kovár,"1 (11) 500 555-0164",whitney4@adventure-works.com,Australia
13107,9897,Mary L Nelson,"1 (11) 500 555-0172",mary22@adventure-works.com,Australia
13109,6188,Cheryl  Navarro,"1 (11) 500 555-0190",cheryl12@adventure-works.com,Australia
13110,7931,Levi M Mehta,"1 (11) 500 555-0161",levi13@adventure-works.com,Australia
13111,13050,Hannah R Butler,"1 (11) 500 555-0136",hannah36@adventure-works.com,Australia
13112,4798,Bianca C Gao,"1 (11) 500 555-0181",bianca11@adventure-works.com,Australia
13113,3948,Bryant C Sanchez,"1 (11) 500 555-0151",bryant19@adventure-works.com,Australia
13114,5847,Claudia  Zhang,"1 (11) 500 555-0126",claudia0@adventure-works.com,Australia
13115,6599,Clarence L Wu,"1 (11) 500 555-0164",clarence2@adventure-works.com,Australia
13116,6782,Tyrone  Diaz,"1 (11) 500 555-0152",tyrone2@adventure-works.com,Australia
13117,3127,Evelyn  Rodriguez,"1 (11) 500 555-0122",evelyn20@adventure-works.com,Australia
13118,2838,Sydney D Cook,"1 (11) 500 555-0124",sydney5@adventure-works.com,Australia
13120,7904,Levi A Weber,"1 (11) 500 555-0181",levi3@adventure-works.com,Australia
13122,8510,Catherine K Cox,"1 (11) 500 555-0179",catherine9@adventure-works.com,Australia
13124,3854,Marco  Vance,"1 (11) 500 555-0163",marco4@adventure-works.com,Australia
13125,12513,Alejandro  Hu,"1 (11) 500 555-0196",alejandro23@adventure-works.com,Australia
13127,19390,Shane A Fernandez,"1 (11) 500 555-0136",shane18@adventure-works.com,Australia
13128,12250,Colleen C West,"1 (11) 500 555-0119",colleen1@adventure-works.com,Australia
13129,14247,Joy  Ramos,"1 (11) 500 555-0176",joy16@adventure-works.com,Australia
13130,4459,Dalton D Miller,"1 (11) 500 555-0152",dalton5@adventure-works.com,Australia
13131,13406,Briana  Diaz,"1 (11) 500 555-0160",briana3@adventure-works.com,Australia
13132,19162,Casey S Vazquez,"1 (11) 500 555-0180",casey38@adventure-works.com,Australia
13133,4312,Devon J Kennedy,"1 (11) 500 555-0153",devon5@adventure-works.com,Australia
13134,9227,Sara  Morgan,"1 (11) 500 555-0199",sara24@adventure-works.com,Australia
13135,17070,Johnny A Rai,"1 (11) 500 555-0157",johnny19@adventure-works.com,Australia
13136,7622,Virginia  Martinez,"1 (11) 500 555-0160",virginia20@adventure-works.com,Australia
13137,7755,Jacqueline W Simmons,"1 (11) 500 555-0154",jacqueline16@adventure-works.com,Australia
13139,7185,Carmen C Perez,"1 (11) 500 555-0195",carmen3@adventure-works.com,Australia
13141,14686,Walter  Hernandez,"1 (11) 500 555-0130",walter16@adventure-works.com,Australia
13149,13811,Linda D Ferrier,"1 (11) 500 555-0153",linda23@adventure-works.com,Australia
13155,10335,Jay C Gutierrez,"1 (11) 500 555-0162",jay40@adventure-works.com,Australia
13156,20292,Bradley  Lal,"1 (11) 500 555-0124",bradley11@adventure-works.com,Australia
13157,15281,Heidi Z Gonzalez,"1 (11) 500 555-0144",heidi21@adventure-works.com,Australia
13158,16282,Casey J Xu,"1 (11) 500 555-0119",casey5@adventure-works.com,Australia
13159,14824,Roberto M Ramos,"1 (11) 500 555-0121",roberto16@adventure-works.com,Australia
13518,9362,Brendan  Goldstein,"1 (11) 500 555-0144",brendan17@adventure-works.com,Australia
13519,13932,Lucas  Foster,"1 (11) 500 555-0176",lucas64@adventure-works.com,Australia
13520,9883,Carol  Nelson,"1 (11) 500 555-0176",carol13@adventure-works.com,Australia
13521,17662,Sandra N Lu,"1 (11) 500 555-0150",sandra18@adventure-works.com,Australia
13522,17753,Logan  Taylor,"1 (11) 500 555-0120",logan60@adventure-works.com,Australia
13523,7096,Adrienne  Ruiz,"1 (11) 500 555-0127",adrienne2@adventure-works.com,Australia
13526,17355,Krystal D Liu,"1 (11) 500 555-0163",krystal4@adventure-works.com,Australia
13527,8468,Tonya N Andersen,"1 (11) 500 555-0148",tonya12@adventure-works.com,Australia
13528,7176,Carmen S Lopez,"1 (11) 500 555-0143",carmen1@adventure-works.com,Australia
13613,20249,Derek E Jai,"1 (11) 500 555-0129",derek10@adventure-works.com,Australia
13614,19970,Julie  Becker,"1 (11) 500 555-0142",julie22@adventure-works.com,Australia
13615,6381,Jacquelyn I Rowe,"1 (11) 500 555-0197",jacquelyn22@adventure-works.com,Australia
13616,14561,Cole E Ramirez,"1 (11) 500 555-0166",cole9@adventure-works.com,Australia
13617,11829,Gerald  Suri,"1 (11) 500 555-0119",gerald29@adventure-works.com,Australia
13618,10280,Jay M Raman,"1 (11) 500 555-0181",jay19@adventure-works.com,Australia
13619,9978,Arturo  Xu,"1 (11) 500 555-0173",arturo13@adventure-works.com,Australia
13620,7535,Damien M Ye,"1 (11) 500 555-0178",damien7@adventure-works.com,Australia
13622,18333,Alan  Wang,"1 (11) 500 555-0173",alan29@adventure-works.com,Australia
13623,17149,Mitchell  Carson,"1 (11) 500 555-0163",mitchell13@adventure-works.com,Australia
13624,19969,Nicole C Long,"1 (11) 500 555-0139",nicole58@adventure-works.com,Australia
13625,16165,Jason J Campbell,"1 (11) 500 555-0124",jason36@adventure-works.com,Australia
13628,3224,Kaitlin  Schmidt,"1 (11) 500 555-0168",kaitlin10@adventure-works.com,Australia
13629,3491,Karla W Yuan,"1 (11) 500 555-0123",karla7@adventure-works.com,Australia
13630,15359,Brenda  Arun,"1 (11) 500 555-0185",brenda10@adventure-works.com,Australia
13631,11015,Joe  Subram,"1 (11) 500 555-0136",joe16@adventure-works.com,Australia
13632,6183,Cheryl C Munoz,"1 (11) 500 555-0121",cheryl9@adventure-works.com,Australia
13633,12680,Juan  Ramos,"1 (11) 500 555-0180",juan5@adventure-works.com,Australia
13635,4127,Kurt D Deng,"1 (11) 500 555-0139",kurt1@adventure-works.com,Australia
13636,2945,Jarrod  Rodriguez,"1 (11) 500 555-0125",jarrod18@adventure-works.com,Australia
13637,19396,Victoria S Cooper,"1 (11) 500 555-0192",victoria35@adventure-works.com,Australia
13638,18645,Diana  Alvarez,"1 (11) 500 555-0197",diana3@adventure-works.com,Australia
13639,13459,Colin  Liang,"1 (11) 500 555-0134",colin18@adventure-works.com,Australia
13640,15492,Rachael G Patel,"1 (11) 500 555-0167",rachael3@adventure-works.com,Australia
13641,14089,Adrian K Watson,"1 (11) 500 555-0143",adrian2@adventure-works.com,Australia
13642,8908,Cassie  Nara,"1 (11) 500 555-0180",cassie15@adventure-works.com,Australia
13643,20115,Ronald B Sai,"1 (11) 500 555-0174",ronald7@adventure-works.com,Australia
13644,9594,Kristi M Dominguez,"1 (11) 500 555-0154",kristi8@adventure-works.com,Australia
13645,5486,Eugene L He,"1 (11) 500 555-0123",eugene23@adventure-works.com,Australia
13647,6949,Armando M Alonso,"1 (11) 500 555-0174",armando8@adventure-works.com,Australia
13648,10441,Arturo  Sharma,"1 (11) 500 555-0149",arturo34@adventure-works.com,Australia
13649,9922,Rebekah  Suarez,"1 (11) 500 555-0138",rebekah39@adventure-works.com,Australia
13650,5552,Jessie A She,"1 (11) 500 555-0154",jessie29@adventure-works.com,Australia
13651,16895,Jerry C Sharma,"1 (11) 500 555-0138",jerry10@adventure-works.com,Australia
13668,4057,Stanley Z Martinez,"1 (11) 500 555-0191",stanley19@adventure-works.com,Australia
13669,14337,Kristy  Gill,"1 (11) 500 555-0129",kristy12@adventure-works.com,Australia
13670,17582,Brittney K Zeng,"1 (11) 500 555-0144",brittney21@adventure-works.com,Australia
13952,7753,Franklin L Ye,"1 (11) 500 555-0139",franklin9@adventure-works.com,Australia
13953,13895,Theresa M Munoz,"1 (11) 500 555-0124",theresa4@adventure-works.com,Australia
13954,6701,Eddie T Ramos,"1 (11) 500 555-0156",eddie17@adventure-works.com,Australia
13955,5110,Andres E Raji,"1 (11) 500 555-0160",andres17@adventure-works.com,Australia
13956,12186,Dawn A Ma,"1 (11) 500 555-0142",dawn18@adventure-works.com,Australia
13957,10638,Meredith  Munoz,"1 (11) 500 555-0122",meredith30@adventure-works.com,Australia
13958,15350,Diane  Martin,"1 (11) 500 555-0157",diane6@adventure-works.com,Australia
13961,3604,Shawna P Raji,"1 (11) 500 555-0184",shawna20@adventure-works.com,Australia
13964,11423,Jasmine  Lewis,"1 (11) 500 555-0185",jasmine18@adventure-works.com,Australia
13966,10235,Darren M Dominguez,"1 (11) 500 555-0167",darren35@adventure-works.com,Australia
13967,5666,Glenn A Zhang,"1 (11) 500 555-0152",glenn1@adventure-works.com,Australia
13968,3435,Lydia L Sai,"1 (11) 500 555-0176",lydia5@adventure-works.com,Australia
13969,11130,Roy J Martinez,"1 (11) 500 555-0169",roy18@adventure-works.com,Australia
13971,4789,Bianca  Zhao,"1 (11) 500 555-0184",bianca8@adventure-works.com,Australia
13972,5484,Eugene  Liang,"1 (11) 500 555-0194",eugene21@adventure-works.com,Australia
13973,17277,Bethany L Shan,"1 (11) 500 555-0162",bethany13@adventure-works.com,Australia
13975,17063,Johnny  Raje,"1 (11) 500 555-0169",johnny15@adventure-works.com,Australia
13981,14269,Joy  Carlson,"1 (11) 500 555-0149",joy17@adventure-works.com,Australia
13982,7352,Clarence E Chander,"1 (11) 500 555-0165",clarence30@adventure-works.com,Australia
13983,15738,Logan H Collins,"1 (11) 500 555-0191",logan29@adventure-works.com,Australia
13994,15488,Isaac M Cook,"1 (11) 500 555-0155",isaac21@adventure-works.com,Australia
13995,8433,Michele  Black,"1 (11) 500 555-0190",michele21@adventure-works.com,Australia
13996,10085,Marie  Perez,"1 (11) 500 555-0159",marie23@adventure-works.com,Australia
13997,6329,Raquel W Hernandez,"1 (11) 500 555-0173",raquel2@adventure-works.com,Australia
13998,17948,Ethan M Martin,"1 (11) 500 555-0136",ethan48@adventure-works.com,Australia
14007,9862,Rebekah M Garcia,"1 (11) 500 555-0177",rebekah14@adventure-works.com,Australia
14008,17395,Karen F Liu,"1 (11) 500 555-0146",karen13@adventure-works.com,Australia
14009,18851,Brandy P Prasad,"1 (11) 500 555-0129",brandy5@adventure-works.com,Australia
14010,17409,Thomas  Moore,"1 (11) 500 555-0152",thomas69@adventure-works.com,Australia
14011,13282,Roger G Shen,"1 (11) 500 555-0186",roger29@adventure-works.com,Australia
14012,6697,Eddie T Vazquez,"1 (11) 500 555-0137",eddie15@adventure-works.com,Australia
14013,15659,Jimmy V Blanco,"1 (11) 500 555-0173",jimmy19@adventure-works.com,Australia
14014,18534,Leslie T Serrano,"1 (11) 500 555-0160",leslie17@adventure-works.com,Australia
14015,4147,Kurt R Lal,"1 (11) 500 555-0171",kurt8@adventure-works.com,Australia
14016,1728,Mary R. Sandidge,"113-555-0100",mary9@adventure-works.com,Australia
14018,4456,Nina  Rai,"1 (11) 500 555-0163",nina17@adventure-works.com,Australia
14020,6313,Kristine A Dominguez,"1 (11) 500 555-0184",kristine13@adventure-works.com,Australia
14030,14467,Lawrence M Sanz,"1 (11) 500 555-0161",lawrence19@adventure-works.com,Australia
14032,10896,Arthur L Chandra,"1 (11) 500 555-0196",arthur4@adventure-works.com,Australia
14033,14070,Melinda J Torres,"1 (11) 500 555-0126",melinda7@adventure-works.com,Australia
14034,17917,Dennis  Liang,"1 (11) 500 555-0172",dennis18@adventure-works.com,Australia
14038,12502,Madison  Foster,"1 (11) 500 555-0146",madison28@adventure-works.com,Australia
14039,5975,Nathan  Wang,"1 (11) 500 555-0166",nathan21@adventure-works.com,Australia
14045,14041,Tanya R Ramos,"1 (11) 500 555-0186",tanya14@adventure-works.com,Australia
14048,3813,Wyatt A Mitchell,"1 (11) 500 555-0167",wyatt40@adventure-works.com,Australia
14049,15044,Gina  Hernandez,"1 (11) 500 555-0161",gina4@adventure-works.com,Australia
14050,15944,Manuel M Lopez,"1 (11) 500 555-0146",manuel15@adventure-works.com,Australia
14051,15210,Nathaniel M Rivera,"1 (11) 500 555-0190",nathaniel18@adventure-works.com,Australia
14052,18317,Jorge O Ma,"1 (11) 500 555-0183",jorge18@adventure-works.com,Australia
14053,13023,Tamara E Huang,"1 (11) 500 555-0193",tamara36@adventure-works.com,Australia
14055,12537,Alejandro  Kumar,"1 (11) 500 555-0133",alejandro34@adventure-works.com,Australia
14056,19452,Nelson M Sanz,"1 (11) 500 555-0161",nelson19@adventure-works.com,Australia
14058,17077,Johnny  Anand,"1 (11) 500 555-0132",johnny23@adventure-works.com,Australia
14059,13702,Rodney C Ramos,"1 (11) 500 555-0186",rodney13@adventure-works.com,Australia
14063,1729,Patrick  Sands,"153-555-0100",patrick4@adventure-works.com,Australia
14064,17589,Stacey  Li,"1 (11) 500 555-0124",stacey3@adventure-works.com,Australia
14065,6020,Samuel  Diaz,"1 (11) 500 555-0127",samuel21@adventure-works.com,Australia
14066,16833,Melody S Jimenez,"1 (11) 500 555-0145",melody6@adventure-works.com,Australia
14067,18460,Larry  Sanz,"1 (11) 500 555-0172",larry22@adventure-works.com,Australia
14068,18017,Brent  McDonald,"1 (11) 500 555-0155",brent16@adventure-works.com,Australia
14069,14225,Joy L Serrano,"1 (11) 500 555-0157",joy15@adventure-works.com,Australia
